,"Mullana, Haryana",MMU Mullana,Management,MBA,Retail Management,"₹81,098.50","₹1,62,197",2 Years,,"Admission based on CBSE 12th, MAT, CMAT"
,"Mullana, Haryana",MMU Mullana,Management,MBA,Agri-Business Management,"₹81,073.50","₹1,62,147",2 Years,,"Admission based on CBSE 12th, MAT, CMAT"
,,,,,,,,,,
,,,,,,,,,,
,City & State,College Name,Stream,Course,Specializations,Semester Fee,Fee (Annual),Duration,Placement Partners,Special Note
,"Mullana, Haryana",MMU Mullana,Management,PGD,Business Analytics,"₹1,00,000","₹2,00,000",1.5 Years,,Admission based on merit of the qualifying exam
,"Mullana, Haryana",MMU Mullana,Medical,MBBS,General,"₹7,79,150","₹15,58,300",5 Years,,"Admission based on NEET, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,BSc,Agriculture Integrated (Hons.),"₹42,200","₹84,400",5 Years,,"After 10th. Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,BSc,Agriculture (Hons.),"₹72,681.50","₹1,45,363",4 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Information Technology,BSc,Artificial Intelligence & Machine Learning,"₹37,904","₹75,808",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,BSc,Chemistry,"₹26,849.50","₹53,699",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,BSc,Physics (Hons.),"₹26,849.50","₹53,699",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,BSc,Mathematics (Hons.),"₹26,849.50","₹53,699",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Nursing,BSc,Nursing,"₹66,582","₹1,33,164",4 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Nursing,BSc,Nursing (MMIN),"₹44,250","₹88,500",4 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,BSc,Biotechnology,"₹25,803","₹51,606",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Information Technology,BSc,Programming and Data Science,"₹37,904","₹75,808",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,BSc,Optometry,"₹28,040","₹56,080",4 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,BSc,Optometry,"₹25,803.50","₹51,607",3 Years,,"Lateral Entry. Admission based on CBSE 12th, 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Design,BSc,Fashion Design,"₹51,500","₹1,03,000",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,BSc,Home Science,"₹37,903.50","₹75,807",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,BSc,Medical Lab Technology,"₹28,040","₹56,080",4 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,BSc,Medical Lab Technology,"₹25,803.50","₹51,607",3 Years,,"Lateral Entry. Admission based on CBSE 12th, 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,BSc,Medical Technology Radiotherapy,"₹43,176.50","₹86,353",4 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,BSc,Respiratory Therapy,"₹34,250","₹68,500",3.5 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Hotel Management,BSc,Hospitality & Catering Administration,"₹42,750","₹85,500",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Hotel Management,BSc,Hospitality and Hotel Administration,"₹43,315","₹86,630",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,BSc,Cardiovascular Technology,"₹31,978","₹63,956",4 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,BSc,Food Science (Nutrition & Dietetics),"₹26,849.50","₹53,699",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,BSc,Medical,"₹24,170.50","₹48,341",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,BSc,Perfusion Technology,"₹31,978","₹63,956",4 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,BSc,Dialysis Therapy,"₹28,040","₹56,080",4 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,BSc,Food Science & Technology,"₹26,849.50","₹53,699",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,BSc,Non-Medical,"₹24,170.50","₹48,341",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,BSc,Operation Theatre & Anaesthesia Technology,"₹28,040","₹56,080",4 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,BSc,Operation Theatre Technology,"₹25,803.50","₹51,607",2 Years,,"Lateral Entry. Admission based on CBSE 12th, 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,BSc,Audiology & Speech Language Pathology,"₹44,000","₹88,000",4 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,BSc,Radiography & Imaging Technology,"₹30,652","₹61,304",4 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,BSc,Imaging Technology Radiology,"₹30,750","₹61,500",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,B.Sc,Radiography & Imaging Technology,"₹28,202.50","₹56,405",3 Years,,"Lateral Entry. Admission based on CBSE 12th, 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,B.Sc,Pharmaceutical Chemistry,"₹26,849.50","₹53,699",3 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Nursing,B.Sc,Post Basic Nursing,"₹32,500","₹65,000",2 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Nursing,B.Sc,Post Basic Nursing,"₹44,387.50","₹88,775",2 Years,,"Admission based on CBSE 12th, CBSE 10th, HBSE 12th (Note: Listed twice with different fees in source)"
,,,,,,,,,,
,,,,,,,,,,
,City & State,College Name,Stream,Course,Specializations,Semester Fee,Fee (Annual),Duration,Placement Partners,Special Note
,"Mullana, Haryana",MMU Mullana,Arts and Humanities,BA,Liberal Arts (Hons),"₹47,500","₹95,000",3 Years,,"Admission based on CBSE 12th, HBSE 12th"
,"Mullana, Haryana",MMU Mullana,Management,BBA,,"₹40,583","₹81,166",3 Years,,Eligibility: 10+2 with English
,"Mullana, Haryana",MMU Mullana,Information Technology,BCA,,"₹40,583","₹81,166",3 Years,,Eligibility: 10+2 with English & 50% marks (45% reserved) + specific Math/Computer subject reqs.
,"Mullana, Haryana",MMU Mullana,Commerce and Banking,B.Com,,"₹40,583","₹81,166",3 Years,,Eligibility: 12th passed with English; Commerce or non-Commerce with Econ/Maths/Stats
,"Mullana, Haryana",MMU Mullana,Pharmacy,B.Pharm,,"₹74,906.50","₹1,49,813",4 Years,,Admission based on CBSE 12th
,"Mullana, Haryana",MMU Mullana,Pharmacy,B.Pharm,,"₹65,742.50","₹1,31,485",3 Years,,Lateral Entry. Admission based on CBSE 12th
,"Mullana, Haryana",MMU Mullana,Hotel Management,Diploma,Hotel Management,"₹14,500","₹29,000",1.5 Years,,"Admission based on CBSE 12th, MAT, HBSE 12th, CMAT"
,"Mullana, Haryana",MMU Mullana,Paramedical,Diploma,Medical Lab Technology (DMLT),"₹26,250","₹52,500",3 Years,,"Admission based on CBSE 12th, MAT, HBSE 12th, CMAT"
,"Mullana, Haryana",MMU Mullana,Management,Diploma,Business Management,"₹21,750","₹43,500",1 Year,,"Admission based on CBSE 12th, MAT, HBSE 12th, CMAT"
,"Mullana, Haryana",MMU Mullana,Hotel Management,Diploma,Tourism & Hospitality Management,"₹21,750","₹43,500",1 Year,,"Admission based on CBSE 12th, MAT, HBSE 12th, CMAT"
,"Mullana, Haryana",MMU Mullana,Paramedical,Diploma,Dental Hygiene,"₹28,950","₹57,900",2 Years,,"Admission based on CBSE 12th, MAT, HBSE 12th, CMAT"
,"Mullana, Haryana",MMU Mullana,Paramedical,Diploma,Dental Mechanics,"₹21,750","₹43,500",2 Years,,"Admission based on CBSE 12th, MAT, HBSE 12th, CMAT"
,"Mullana, Haryana",MMU Mullana,Paramedical,Diploma,Health & Fitness Nutrition,"₹14,500","₹29,000",1.5 Years,,"Admission based on CBSE 12th, MAT, HBSE 12th, CMAT"
,"Mullana, Haryana",MMU Mullana,Vocational,Diploma,Airlines,"₹21,750","₹43,500",1 Year,,"Admission based on CBSE 12th, MAT, HBSE 12th, CMAT"
,"Mullana, Haryana",MMU Mullana,Hotel Management,Diploma,Room Division Management,"₹14,500","₹29,000",1.5 Years,,"Admission based on CBSE 12th, MAT, HBSE 12th, CMAT"
,"Mullana, Haryana",MMU Mullana,Hotel Management,Diploma,Food Production,"₹14,500","₹29,000",1.5 Years,,"Admission based on CBSE 12th, MAT, HBSE 12th, CMAT"
,"Mullana, Haryana",MMU Mullana,Hotel Management,Diploma,Bakery and Confectionery,"₹14,500","₹29,000",1.5 Years,,"Admission based on CBSE 12th, MAT, HBSE 12th, CMAT"
,"Mullana, Haryana",MMU Mullana,Hotel Management,Diploma,"Airlines, Tourism & Hospitality Management","₹14,500","₹29,000",1.5 Years,,"Admission based on CBSE 12th, MAT, HBSE 12th, CMAT"
,"Mullana, Haryana",MMU Mullana,Design,Diploma,Fashion Technology,,N/A,1 Year,,"Admission based on CBSE 12th, MAT, HBSE 12th, CMAT"
,,,,,,,,,,
,,,,,,,,,,
,City & State,College Name,Stream,Course,Specializations,Semester Fee,Fee (Annual),Duration,Placement Partners,Special Note
,"Mullana, Haryana",MMU Mullana,Science,MSc,Agriculture,"₹41,975","₹83,950",2 Years,,"Admission: NEET PG, CBSE 12th. Eligibility: 12th with 50% (45% SC/ST) in relevant subject"
,"Mullana, Haryana",MMU Mullana,Science,MSc,Chemistry,"₹31,020","₹62,040",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,MSc,Physics,"₹31,020","₹62,040",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,MSc,Mathematics,"₹31,020","₹62,040",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Information Technology,MSc,Artificial Intelligence & Machine Learning,"₹39,936.50","₹79,873",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Nursing,MSc,Nursing (Nurse Practitioner Critical Care),"₹45,500","₹91,000",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,MSc,Biotechnology,"₹31,020","₹62,040",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Medical,MSc,Medical Anatomy,"₹53,282","₹1,06,564",3 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,MSc,Microbiology,"₹53,282","₹1,06,564",3 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,MSc,Microbiology,"₹31,020","₹62,040",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Medical,MSc,Medical Bio Chemistry,"₹40,000","₹80,000",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,MSc,Bio-Chemistry,"₹53,282","₹1,06,564",3 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,MSc,Botany,"₹31,020","₹62,040",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,MSc,Optometry,"₹52,150","₹1,04,300",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,MSc,Agriculture (Entomology),"₹41,975","₹83,950",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,MSc,Medical Lab Technology (MLT),"₹40,076.50","₹80,153",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Nursing,MSc,Nursing (Obstetrics & Gynaecology),"₹62,250","₹1,24,500",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Nursing,MSc,Nursing (Community Health),"₹62,250","₹1,24,500",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,MSc,General,"₹31,250","₹62,500",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,MSc,Agriculture (Agronomy),"₹41,975","₹83,950",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,MSc,Pharmaceutical Chemistry,"₹29,250","₹58,500",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,MSc,Dietetics and Nutrition,"₹35,250","₹70,500",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Medical,MSc,Medical,"₹51,750","₹1,03,500",3 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Nursing,MSc,Nursing (Medical Surgical),"₹62,250","₹1,24,500",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,MSc,Operation Theatre Technology (OTT),"₹40,076.50","₹80,153",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Medical,MSc,Clinical Embryology,"₹1,50,650","₹3,01,300",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Medical,MSc,Medical Microbiology,"₹40,000","₹80,000",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Medical,MSc,Medical Physiology,"₹53,282","₹1,06,564",3 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Nursing,MSc,Nursing (Psychiatric),"₹62,250","₹1,24,500",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Medical,MSc,Medical Pharmacology,"₹53,282","₹1,06,564",3 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Paramedical,MSc,Radio Imaging Technology,"₹52,015","₹1,04,030",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Nursing,MSc,Nursing (Paediatrics),"₹62,842.50","₹1,25,685",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Science,MSc,Dietetics,"₹34,950","₹69,900",2 Years,,"Admission: NEET PG, CBSE 12th"
,"Mullana, Haryana",MMU Mullana,Arts and Humanities,MA,,"₹26,450","₹52,900",2 Years,,Eligibility: Bachelor’s in Arts/Humanities/Social Sciences with min 50% marks
,"Mullana, Haryana",MMU Mullana,Engineering,M.Tech,,"₹71,762.50","₹1,43,525",2 Years,,"Admission: JEE Main, CBSE 12th, GATE. Eligibility: B.E./B.Tech in relevant discipline with 50% marks"
,"Mullana, Haryana",MMU Mullana,Engineering,M.Tech,Biotechnology,"₹72,850","₹1,45,700",2 Years,,"Admission: JEE Main, CBSE 12th, GATE"
,"Mullana, Haryana",MMU Mullana,Engineering,M.Tech,Civil Engineering,"₹57,272.50","₹1,14,545",2 Years,,"Admission: JEE Main, CBSE 12th, GATE"
,"Mullana, Haryana",MMU Mullana,Engineering,M.Tech,Mechanical Engineering,"₹57,272.50","₹1,14,545",2 Years,,"Admission: JEE Main, CBSE 12th, GATE"
,"Mullana, Haryana",MMU Mullana,Engineering,M.Tech,Computer Science & Engineering,"₹57,272.50","₹1,14,545",2 Years,,"Admission: JEE Main, CBSE 12th, GATE"
,"Mullana, Haryana",MMU Mullana,Engineering,M.Tech,Electrical Engineering,"₹56,750","₹1,13,500",2 Years,,"Admission: JEE Main, CBSE 12th, GATE"
,"Mullana, Haryana",MMU Mullana,Engineering,M.Tech,Mechanical Engineering (Robotics & Automation),"₹56,750","₹1,13,500",2 Years,,"Admission: JEE Main, CBSE 12th, GATE"
,"Mullana, Haryana",MMU Mullana,Engineering,M.Tech,Electronics & Communication Engineering,"₹26,450","₹52,900",2 Years,,"Admission: JEE Main, CBSE 12th, GATE"
,"Mullana, Haryana",MMU Mullana,Engineering,M.Tech,Civil Engineering (Structural Engineering),"₹57,272.50","₹1,14,545",2 Years,,"Admission: JEE Main, CBSE 12th, GATE"
,"Mullana, Haryana",MMU Mullana,Engineering,M.Tech,Mechanical Engineering (CAD/CAM),"₹57,272.50","₹1,14,545",2 Years,,"Admission: JEE Main, CBSE 12th, GATE"
,"Mullana, Haryana",MMU Mullana,Engineering,M.Tech,Civil Engineering (Transportation Engineering),"₹57,272.50","₹1,14,545",2 Years,,"Admission: JEE Main, CBSE 12th, GATE"
,"Mullana, Haryana",MMU Mullana,Engineering,M.Tech,Mechanical Engineering (Manufacturing Systems),"₹57,272.50","₹1,14,545",2 Years,,"Admission: JEE Main, CBSE 12th, GATE"
,"Mullana, Haryana",MMU Mullana,Management,PGD,,"₹1,00,000","₹2,00,000",1 Year,,Eligibility: Bachelor's degree in any discipline with min 50% marks in aggregate
,"Mullana, Haryana",MMU Mullana,Commerce and Banking,M.Com,,"₹26,450","₹52,900",2 Years,,Eligibility: B.Com. or equivalent with min 50% marks
,"Mullana, Haryana",MMU Mullana,Medical,Certificate,Aesthetic Dentistry,"₹80,000","₹1,60,000",1 Year,,Admission: Merit-based. Eligibility: 10+2
,"Mullana, Haryana",MMU Mullana,Medical,Certificate,Oral Implantology,"₹80,000","₹1,60,000",1 Year,,Admission: Merit-based. Eligibility: 10+2
,"Mullana, Haryana",MMU Mullana,Information Technology,MCA,,"₹63,136.50","₹1,26,273",2 Years,,Admission: Merit-based. Eligibility: Bachelor's with 50% + Math at 10+2/grad level
,"Mullana, Haryana",MMU Mullana,Information Technology,MCA,,"₹50,350","₹1,00,700",2 Years,,Lateral Entry. Admission: Merit-based
,,,,,,,,,,
,,,,,,,,,,
,City & State,College Name,Stream,Course,Specializations,Semester Fee,Fee (Annual),Duration,Placement Partners,Special Note
,"Mullana, Haryana",MMU Mullana,Pharmacy,M.Pharm,Pharmaceutical Quality Assurance,"₹71,750","₹1,43,500",2 Years,,Admission based on academic merit and counseling
,"Mullana, Haryana",MMU Mullana,Pharmacy,M.Pharm,Pharmacology,"₹71,750","₹1,43,500",2 Years,,Admission based on academic merit and counseling
,"Mullana, Haryana",MMU Mullana,Pharmacy,M.Pharm,Pharmaceutics,"₹98,900","₹1,97,800",2 Years,,Admission based on academic merit and counseling
,"Mullana, Haryana",MMU Mullana,Pharmacy,M.Pharm,,"₹72,850","₹1,45,700",2 Years,,Admission based on academic merit and counseling
,"Mullana, Haryana",MMU Mullana,Pharmacy,D Pharma,,"₹21,750","₹43,500",2 Years,,"Eligibility: 10+2 with Physics, Chemistry and Biology/Mathematics"
,"Mullana, Haryana",MMU Mullana,Law,BA+LLB,,"₹48,692.50","₹97,385",5 Years,,"Eligibility: 10+2 with a minimum of 45% marks, 40% for SC/ST"
,"Mullana, Haryana",MMU Mullana,Law,LLM,,"₹40,000","₹80,000",2 Years,,"Eligibility: LLB or integrated LLB, min 50% in Const. & Family Law"
,"Mullana, Haryana",MMU Mullana,Paramedical,BPT,,"₹63,917","₹1,27,834",4.5 Years,,"Eligibility: 10+2 with Physics, Chemistry and Biology, Min 50% marks"
,"Mullana, Haryana",MMU Mullana,Paramedical,MPT,,"₹41,835","₹83,670",2 Years,,Eligibility: BPT with minimum of 50% marks in aggregate
,"Mullana, Haryana",MMU Mullana,Paramedical,MPT,Neuro- Physiotherapy,"₹41,750","₹83,500",2 Years,,Eligibility: BPT with minimum of 50% marks in aggregate
,"Mullana, Haryana",MMU Mullana,Paramedical,MPT,Paediatrics- Physiotherapy,"₹41,750","₹83,500",2 Years,,Eligibility: BPT with minimum of 50% marks in aggregate
,"Mullana, Haryana",MMU Mullana,Paramedical,MPT,Ortho-Physiotherapy,"₹41,750","₹83,500",2 Years,,Eligibility: BPT with minimum of 50% marks in aggregate
,"Mullana, Haryana",MMU Mullana,Paramedical,MPT,Sports–Physiotherapy,"₹41,750","₹83,500",2 Years,,Eligibility: BPT with minimum of 50% marks in aggregate
,"Mullana, Haryana",MMU Mullana,Paramedical,MPT,Cardiopulmonary- Physiotherapy,"₹41,750","₹83,500",2 Years,,Eligibility: BPT with minimum of 50% marks in aggregate
,"Mullana, Haryana",MMU Mullana,Medical,MDS,,"₹3,44,500","₹6,89,000",3 Years,,"Eligibility: BDS degree, Minimum 50% marks in aggregate"
,"Mullana, Haryana",MMU Mullana,Law,BBA+LLB,,"₹42,942","₹85,884",5 Years,,Eligibility: 10+2 with a minimum of 45% marks (40% for SC/ST)
,"Mullana, Haryana",MMU Mullana,Pharmacy,Pharm.D,,"₹90,971.50","₹1,81,943",6 Years,,"Eligibility: 10+2 with PCB/PCM, min 50% aggregate in main subjects"
,"Mullana, Haryana",MMU Mullana,Pharmacy,Pharm.D,Post Baccalaureate,"₹26,849","₹53,698",3 Years,,"Eligibility: 10+2 with PCB/PCM, min 50% aggregate in main subjects"
,"Mullana, Haryana",MMU Mullana,Pharmacy,Pharm.D,Post Baccalaureate,"₹71,000","₹1,42,000",3 Years,,Eligibility: 10+2 with PCB/PCM (Note: Listed twice with different fees in source)
,"Mullana, Haryana",MMU Mullana,Media and Mass Communication,BJMC,,"₹38,707.50","₹77,415",3 Years,,Eligibility: 50% marks in 10+2 or equivalent
,"Mullana, Haryana",MMU Mullana,Medical,MD/MS,Master of Chirurgiae (M.Ch),"₹12,50,000","₹25,00,000",3 Years,,"Eligibility: MBBS degree with minimum 55% marks, completed one year of internship"
